"V1","V2","V3","V4","V5","V6","V7","V8"
33.6441527740563,38.3661319238803,44.312989310418,38.7461342102941,39.6890898567319,39.1593703889651,35.636261351769,35.314187537077
64.0315449658757,59.5945673107299,68.6124071692442,42.8668868845835,44.2845997950793,33.0599089936176,14.3379412871811,6.04427694974033
48.5675745061769,76.633435445364,122.544600995244,133.614726805789,158.301322251422,86.7081167453705,54.9880959103534,60.4165319142831
73.4168951617321,76.3714982661586,93.2982622215578,63.1277507011639,76.398843138277,60.5525533145757,46.6679974100658,55.6201300585732
28.5531383971074,60.3902197615884,195.238479304963,197.015367714539,227.875264037025,212.691304542607,192.078707666572,291.228557947651
17.4389266911698,25.0152620842856,29.3393305612017,13.5441319220012,20.8669520258222,11.3087613551135,41.594265931599,63.7912573147506
76.8048915178426,125.704826444201,166.512056009883,118.673199582012,135.978526583726,105.401120668233,77.6888246896843,78.7412671397449
219.413550868251,295.121013674918,398.959956988854,383.7852569331,290.549423855033,78.298010659032,37.0859863606912,32.6660308630523
48.9439749167589,36.8903636342778,49.1708902943381,71.6194675908213,114.620454059449,106.940653423118,99.4197296731069,139.861880915902
593.582686830488,427.600429052391,289.168367979586,210.579397697691,203.285905596821,183.33701188256,149.430298176211,112.595796108509
328.508920994406,390.442863206726,624.064679768565,617.429171648716,404.111251283904,265.985036477914,252.852566388334,186.873215127638
67.896148740124,91.3032175732509,109.580596396188,91.0803327067904,94.8973161926979,135.258808178878,169.597641862428,296.988357626432
30.783105612437,44.5566229272725,57.2410852683558,50.1764045771098,81.9539084316121,91.0425452716052,64.2680310350103,79.0306536856473
136.834639307572,131.957516336102,157.397782544636,221.499547890949,277.624710580181,430.588201974195,293.727473783335,177.439199069073
6.53378538570884,37.7061219723496,68.3471013221322,127.058889688116,143.426357442053,189.389407177264,191.669409852446,157.010741010712
58.4005707095148,62.2577710761077,70.9227194333491,50.0361763556102,73.162398950502,151.421058671044,143.31784273286,149.989489860513
10.9976222456687,11.1994582503419,72.9434470673281,55.3374697961105,77.1794163299968,64.7738223056609,51.3510729750091,44.8591924634822
55.0119908706621,59.6559456858815,68.5345903012292,29.5159432083792,50.4701028117429,40.1604800081302,59.0848765668227,113.128404056461
74.0520719950112,96.8574113623814,115.287045298058,87.4633950822511,82.9445979953143,50.8875066483031,57.8985804815443,65.7692313311092
20.8036084376928,14.4443755240702,26.1065886976397,14.9521233971822,13.4766348185858,11.7579436295841,19.9404914690786,30.9334655651091
41.6651538611413,26.1445042543285,24.4801477087583,30.1637205880445,44.567284623165,44.9959855374232,49.8395706211849,69.9521016595491
65.8245560405924,42.3297370312909,33.8724524075297,32.8162687493567,34.2732983739196,43.0315379239187,42.3317701817083,90.4068875296785
7.25200208386495,18.0457915055444,17.9345106048101,23.0872375897852,29.4143260729384,28.5428294814942,24.9313576773002,19.2626087062341
43.6786294086343,37.2126665500306,54.9725196389465,42.7211689803621,44.0161623688544,4.96735410421174,14.0569844075996,70.2957609543314
60.4373226261548,67.1797300393348,83.2657734256391,72.2387354805345,101.581154678751,106.154387921725,73.9162287588437,127.212110556351
64.42824773212,69.2126360630373,71.2794843256005,52.0159231601656,49.9839327929164,36.0619852086406,17.2692290297264,27.1217476087869
45.9651174692327,57.5388525655255,78.8358789014594,57.2107569168401,77.6371230438113,48.5156300748744,34.3932870845254,17.6548592039265
34.4775721505394,42.5940105708114,62.1535803707314,53.7733358334477,100.138128232802,101.92386621765,63.2199818247437,99.917606600962
10.4896741702332,14.6849465959955,17.5431026544829,16.6111601772355,21.0804181890502,25.3244336181125,17.6003408120998,25.2342207111558
26.5438559627075,80.6962842194767,166.401864582394,173.28626582489,246.905853084747,189.000630653315,80.8564308512872,49.3747526119888
10.9257785355402,22.8885460670687,35.0427658232979,71.7429568142256,154.400574360731,186.516888245979,114.531858246224,195.067481083461
15.9815194952611,17.4212546843568,30.0512069980699,28.2490284570395,36.1705953975516,47.354111778181,52.6268223519352,79.9668416407515
42.93162713787,41.8663410101878,51.4319695934855,40.1385525605001,24.5918697049054,37.550990408381,60.3202982999738,85.8026845681684
137.15939731462,133.487468724187,109.892307834079,60.4227818127465,54.6844729500827,69.6496073050754,60.8527505588505,94.100809567639
177.80121781719,213.060351878197,218.215309398397,142.817097098996,130.714508397006,74.2222238132284,61.2607853377051,50.0674014205373
226.318797755045,181.857906315369,93.3238872911583,50.6570634655175,70.7510546836425,83.1311450822666,74.0418546535555,64.931916411431
78.3326229433869,81.0986184952475,100.317995780748,87.1627548854401,104.157541087193,85.0212862577129,67.2467616104956,77.6533588175163
192.949255481832,95.3095844219686,71.8886155408962,62.8753116709718,54.8675519611365,38.3318847423952,38.9472648017131,34.0780669860703
