"reals.1","reals.2","reals.3","reals.4","reals.5","reals.6","reals.7","reals.8","reals.9","reals.10","cats.1","cats.2","cats.3"
0.334978636132121,0.216069122579413,0.298355801524863,0.00116675339857447,0.656624857625851,1,0.816639362146734,0.375041080598396,0.692708523915446,0.509792134779772,0,1,0
0.737387250552882,0.291058906926337,1,0.00968497552373191,0.284975685142053,0.209989582985238,0.0108713883371139,0.505688942882371,0.180387090984398,0.0903419133247966,1,1,0
0.0373932771841577,1,0.131531398986845,0.357534220228408,0.0772838221937952,0.306444426443399,0.498367457456308,0.0122392275655804,0.0554714352861703,0.0860306513647539,0,0,0
0.30376434413316,0.451547273645973,0.00562166237293156,0.0807526836005268,0.956161708408138,0.0120561728744038,1,0.0872539878034851,0.00945090006366776,0.266568040049532,1,1,0
0.0160495691900103,0.0577375459617178,0.175681301851558,0.104030707584458,0.00783441554401941,0.715081480973894,0.0645081235782809,0.290223839000789,0.177579063234334,1,0,1,1
8.76737454327131e-06,0.404659754630425,0.0247877458330587,0.23308830462038,0.0137438063252999,0.260481333555292,0.705171615526418,1,0.0725540767607373,0.0118526301709956,1,0,1
0.0511292534003651,1,0.0915406762036177,0.401648303491983,0.232340372072192,0.00158015739783708,0.0183415156211008,0.827877528828673,0.38890177092205,0.00211465313382882,1,0,0
0.0931879755375491,0.19391901721226,0.623817437507251,0.317501303442055,0.27649813066957,0.0739669671556604,0.430944507955447,0.157325481924784,1,0.465418150951963,0,1,1
1,0.831161075322827,0.0723334579348685,0.0917756774246365,0.427021207828877,0.00793153152208749,0.289589153238523,0.450548234837626,0.485386804750132,0.368055883396306,1,1,0
0.0378542214517109,0.219750902668818,0.227248336663229,0.415698105208341,0.701823546065019,0.0114806872302217,1,0.265498655111695,0.354987252937395,0.175449080794764,1,0,0
0.187810273881538,1,0.0516428576261622,0.102258048416864,0.129548305138629,0.785969044207387,0.382861142432643,0.0739254115634688,0.792573720332272,0.209535857529991,0,1,0
0.0649547974031198,0.199417509045204,0.677664629149521,0.147253506743724,0.0224816989870693,0.129454385370198,0.751499572316513,0.630182700657312,1,0.387797944619511,0,1,1
0.187900831051874,0.104874452504549,0.0147936989733728,0.354851618583161,0.00767259178120322,1,0.153638525395219,0.00539409598252141,0.182270868035064,0.143899519373617,1,1,1
0.420898713932503,0.400874807359406,0.494515437309889,0.20893789129714,1,0.0434765289056582,0.240677738961622,0.0753158641566872,0.857092686272576,0.240275421661692,1,1,0
0.673085472287301,0.377134258506012,0.490775911291541,0.0163486598253488,0.00957605170228557,0.237003080779899,0.53956492579795,4.09524610419347e-05,1,0.208434760448309,1,1,1
1,0.828575143898318,0.0153573063537276,0.284612022413429,0.772813559515081,0.738833835529487,0.596763847168552,0.459360918192743,0.0775888219211604,0.20001417347142,1,0,0
0.120388990228858,0.672351235320903,0.019257825263278,0.583741214404447,0.0937152393693511,0.291394340454375,1,0.00277591703343221,0.0623917114632941,0.13223801682792,1,0,0
0.125008251668767,0.882127839128024,0.87239696845476,0.140605304880218,0.0500109268537408,0.162694297831255,0.105052492116344,0.0156719619210207,1,0.277648775891165,0,1,0
0.093700124995902,0.671615880037044,0.107289988452485,0.2251385555301,0.230047242701611,0.0596522155266033,0.314629753563659,0.00287398460215354,1,0.198666669576038,1,0,1
0.0460565942041095,0.855609409124536,0.240728905517807,1,0.558356518229659,0.789605059077368,0.533409517877111,0.339288163632143,0.592031592888009,0.778079034627127,0,0,1
0.199793669633006,0.0511800700229592,1,0.00618179896651755,0.00863280147242065,0.0309986082710639,0.0311562561811646,0.376610912807104,0.303815089081564,0.00441738756419812,1,0,0
0.0520424217350849,0.106948724727883,0.180681308158098,0.0450746074384997,0.305017146681518,0.275317497489616,0.286552644670203,0.278511571042609,1,0.35194937533857,0,1,1
1,0.391798033173243,0.54107966197033,0.0508127278526037,0.0148445579222641,0.968103719435345,0.54078827074213,0.0963432255155383,0.298784626619461,0.314937450994983,0,1,1
0.499560928586752,0.872536385619248,0.0772681660320074,0.118777165509624,0.0366105810172457,1,0.339059638006061,0.228978524507053,0.0603101625787924,0.151641806725955,1,0,1
0.000225674308252179,0.205375132496667,0.0854156585824221,0.247970047161864,0.0355491164328677,0.268391464837474,1,0.376529775670503,0.100887911115921,0.127896134730958,0,0,0
0.0604787900240957,0.901387826068012,0.499852331619784,0.000378507678537331,0.513525708173304,0.111877904385316,0.486041213703436,0.73557427651575,1,0.0442202259672472,0,0,0
1,0.865662294135666,0.118506988152521,0.54591546262607,0.393056227927391,0.0355197770072028,0.819063163268302,0.0685492331394282,0.0610130555720318,0.253914005074724,0,0,1
0.174003569276795,0.225056962613187,0.0254470743684132,0.0312673518101792,0.41956474217754,1,0.382157289014166,0.143090398584418,0.139099124870817,0.140660918037268,1,1,0
0.0286014967632213,3.89226863712005e-08,0.353181775346681,0.24415598081521,0.154375070434737,0.123093684950372,1,0.415053293154433,0.0350123758204009,0.249653511257467,0,0,1
0.00026389815573578,0.0302048285883849,0.141774315896508,0.110332458129172,0.0884311536584786,1,0.00915868902514065,0.0920389451035593,0.0731810138605897,0.800372712515714,0,1,1
0.092800522424815,1,0.235338878622458,0.132819327527641,0.615451159454406,0.434924676592671,0.857924741586342,0.283304185866016,0.532386361294825,0.4664821903017,0,0,0
0.364345539338705,0.050549479091554,0.504358491305048,0.39574483696018,0.310123658246999,1,0.240335383063122,0.125827935277449,0.330035449529842,0.498531449146195,0,1,0
0.0273514197546507,0.303973867539816,0.159751337157182,0.157840166363371,0.333294549617186,1,0.015449213556356,0.175158665457829,0.084167845762188,0.586563141079326,1,1,0
0.785405348898937,0.926449653170419,0.0111362560473903,0.0728358089141563,0.398411601656793,1,0.749136533819009,0.285203316138818,0.535662276207852,0.331885400963256,1,0,0
0.000570860886169689,0.329106602302595,0.256289029356086,0.192698316971264,0.811102181772293,0.335949952335384,1,0.56458374949973,0.165063667223193,0.198552606964272,1,0,0
0.0332771945762436,0.432375534576908,0.53212080316472,0.210386248532203,0.0168835827306685,0.0102841573225095,0.639729280029302,0.379803979919862,1,0.675338832919903,0,0,1
1,0.309564108037064,0.171959125807582,0.178114300150308,0.0152483834030885,0.0698144538201827,0.0614365024680252,0.00618901211157294,0.534135888597078,0.296564361258339,1,0,0
0.202286367678656,0.812776515716649,0.60786267412355,0.0135474524037581,0.188644894372359,1,0.249941413469377,0.614171957591996,0.189246954805286,0.232600282922277,1,1,0
0.0318388160395695,0.794073381488951,0.0904442317923313,0.68475112785163,0.286049371782407,1,0.92864192493299,0.106569867806093,0.316618883583069,0.267514895117152,0,0,0
0.191016798735313,0.193272985334737,0.776482347447391,1,0.60041121034317,0.915952824179098,0.125886201980299,0.0549648054037828,0.0292298115887564,0.0206025040869595,0,0,1
0.224868950120012,0.135112809891142,0.149035781069179,0.296682753994735,0.0361719284112526,0.0732061502588181,0.0197578740276237,5.42704320705185e-15,0.143822856453229,1,0,1,0
0.153976586696001,0.00101642237799048,0.331941373548693,0.328252554530305,0.00535609362410452,1,0.0607037068442884,0.0971536894804943,0.0792327009286863,0.812874630385313,1,0,0
0.806735044171776,0.740907305923502,0.0990291559659886,0.0155776373115574,0.0466985741823886,0.122441249526191,0.0917615972438171,0.54669540748322,0.684244894930064,1,0,0,1
0.349280454911964,1,0.385627418138517,0.180782592346278,0.00235407277560489,0.158085990475114,0.00378663445691774,0.115789692704851,0.0989060573342113,0.0412895508353368,0,0,1
0.203025470772608,1,0.0478207347512996,0.336291205643962,0.249189053534385,0.124920353232816,0.292307232647969,0.260188264150969,0.169693941659974,0.053012475499773,0,0,0
0.000509335264388425,0.291932774888805,0.00701421840286022,0.363410825924767,0.0431305498098248,1,0.239719408639029,0.743178515204901,0.0534822471976297,0.189334043584721,1,0,1
1.89734976729697e-05,0.320590547756782,0.0130819593888447,1,0.386744276243029,3.75085974526129e-06,0.0162272874232111,0.141360809855684,0.448595739523926,0.0873015224854039,1,0,0
0.131674287039801,0.0687600388132756,0.149171944491494,0.00614731491527265,1,0.0308678282940121,0.0273632417547946,0.0381198474166739,0.00321368495232921,1.07239387111838e-07,0,1,1
0.668698528764522,0.0306882172817791,0.0993031004039162,0.349906477402103,8.80897551704587e-07,1,0.0596372743758504,0.0472623270332359,0.185748091902004,0.716762594219478,0,1,0
0.295645382886784,0.462297654019424,0.171670600944613,0.296937775685744,0.0241829177813145,0.0155058839285129,0.366117057581789,0.0351066264023537,0.066641561716417,1,0,1,1
0.143036428547641,0.483039050582629,0.0186186235052289,0.711705000900584,0.185427185596664,0.353249802711565,1,0.0427826387406015,0.0111887316414844,0.281398418957021,1,0,0
0.0704154951471573,0.24674555016038,0.31484400798976,0.0657559641010365,0.0258029780238638,0.0506001708973256,0.56932031263606,0.0310290350193564,0.731597256763978,1,0,1,1
1,0.0263249948534472,0.721186419747438,0.529337290906598,0.312539093513834,0.399201773071802,0.238810450940841,0.0578863310822316,0.166412462864705,0.215896647099599,1,0,0
0.19953625459273,0.302068220642672,0.346479721958871,0.0572024295190889,0.153482024162573,0.280006057340356,0.0462630135235949,0.0341849248463914,1,0.0842010044994484,0,0,1
0.00333088054071263,0.791598431341257,0.350199065587248,0.816439708880126,0.412674163558175,0.00174997581963601,0.124039401080517,0.160027814359402,1,2.26529945697175e-06,1,0,0
0.14943054757991,1,0.106228041198963,0.249543547789002,0.0604821649899999,0.294959992527222,0.867940673582919,0.275752565346467,0.115913928127652,0.0740000383376589,0,1,1
0.0934160771775872,0.115560890650956,1,0.221909350124308,0.893912904175969,0.0218218242995737,0.460549261353366,0.385088097251712,0.0241159035403681,0.0822040526011648,0,0,1
0.27306029009259,0.000209804115547634,1,0.453291424008961,0.221792855797052,0.690068885474171,0.0470396183764384,0.484496140778575,0.617338450009749,0.319883807856196,1,0,1
0.0416349471853315,1,0.203645610709213,1.69589377821758e-05,0.237110395142694,0.0293605592529279,0.53931306961799,0.310638050635835,0.224641788687423,0.0248599031845345,0,0,0
0.0752570395258915,1.09231840316882e-07,0.40921124634595,0.297956903188513,0.112242607534121,1,0.0723225833596781,0.300606224553874,0.336907171825976,0.854024750950146,0,1,1
0.0334076745492087,0.0286336575406091,0.36655058466409,0.270003641523959,0.0166372482278469,0.00205573838155754,0.19725400766992,0.165244575107149,1,0.43227332340835,0,1,1
0.0669470795107323,0.333420835916927,0.220162030652285,0.222303464985426,0.165421489210179,0.161598335631662,1,0.00253261781218295,0.0715062958432603,0.0371619894669544,1,0,0
4.96256495445285e-06,0.766186880200816,0.387149123072613,0.723089986804135,0.67214941564318,0.00164660557329012,0.0579239744112763,0.709008119906563,1,0.149249623223187,1,0,0
0.00977556511608066,0.167945542537667,0.0361426352661581,0.0391061981701804,0.0830762436439394,1,0.408266174289246,0.2883994902682,0.128096305934101,0.290633480323238,1,0,1
0.00090349220530654,1,0.0805038982287649,0.716100459738379,0.528465020374485,0.465370315309244,0.197038056988019,0.380476890112199,0.875764431836098,0.0040999637953265,1,0,0
