"reals.1","reals.2","reals.3","reals.4","reals.5","cats.1","cats.2"
0.55206690151363,0.458328496341034,0.228418331777337,1,0.387627283124336,1,1
1,0.0289416615582495,0.815451124449555,0.134836807465779,0.306932017148843,1,1
0.539376334302153,0.0406673558041306,0.907061684715222,0.487680834851595,1,1,1
0.624985593038189,0.342097403215647,1,0.605041152924385,0.815727899118977,1,0
0.658074644436302,0.302356906015001,0.0262639583500163,1,0.0221975385836875,0,0
1,0.206820913442013,0.485406009067706,0.322638877572064,0.417120857953667,0,0
1,0.0217674370496008,0.557591016927371,0.08270584375047,7.20389262164504e-06,0,1
1,0.694056264025232,0.388511587253323,0.414111384925005,0.213081561676341,1,1
0.50367014877357,0.0641824690545064,0.0610177332405704,0.220982134385169,1,1,1
0.310164387490794,0.511649918068321,0.00552352641384758,0.503797754698185,1,0,0
0.727931212578386,0.0451157684831464,0.118925749346613,0.541071040310014,1,1,0
0.215547827465999,0.2735653358049,1,0.0243416748577108,0.485532001314666,1,1
1,0.991390444093491,0.154660264953771,0.781251403778801,0.0555543780987127,0,1
1,0.423710833291998,0.715092614832133,0.162293099467656,0.106671327155487,0,0
1,0.947453203799759,0.319211674517544,0.686430190290845,0.219659496998199,0,1
0.142395058218062,0.204304251616807,0.0241962319249178,1,0.15762448792275,0,0
0.772160516640946,0.265397629447707,1,0.970291063815527,0.763788979938462,0,0
0.822592793337834,1,0.142360627415294,0.77211381944935,0.158494188555463,1,0
0.118254964046944,2.47548581075786e-05,0.0753176804991653,0.416242285036101,1,1,1
0.269511094559896,0.707202089538694,1,0.371458749906898,0.730329382933818,1,1
0.919291027688283,0.17898602181899,0.396298776827304,1,0.000147889787278757,1,0
0.34992139395891,1,0.0524058263135263,0.517067976602989,0.358724776948268,0,0
0.586722515923316,0.405051171834452,0.819844207411941,0.268623449715055,1,1,0
1,0.117010749603317,0.310417453737666,0.679765451744448,0.37332030995009,0,0
0.273060475156521,0.136764936235269,0.745936105622941,0.248776320874502,1,0,1
0.0101540916477512,0.951775671569004,0.141710040354725,1,0.554598008711345,0,0
1,0.0210040749652717,0.203730735298323,0.125331567075182,1.9107169340141e-12,0,0
0.871305139388697,0.334189321698275,0.921826215483835,1,0.510961034631067,1,1
1,0.0244704337324359,0.0675328230222713,0.512299188926008,0.0147651049377374,1,1
1,0.113848164546648,0.356254217967144,0.166657482504561,7.85930017674414e-09,1,1
1,0.0697748991995608,0.302671104619538,0.374877138075223,0.136108851093345,1,0
0.14851758707204,0.238191373444315,0.274775332535318,0.14942685957959,1,1,1
0.175390643113867,0.0223196727392149,1,0.335244094941727,0.66965071985583,1,1
0.310613178447741,1,0.0862160264518151,0.708030039164305,0.303569520891473,1,1
0.673718865618637,0.857547437284093,0.62002165032318,0.440987018476862,1,0,1
0.608024982193896,0.513068041036705,0.464089875233562,1,0.411306617560978,1,0
0.320716754061585,1,0.00194174105815919,0.848300119578988,0.458834565122803,0,0
0.556010597211927,1,0.177448937953257,0.473956833421728,0.398218825788826,0,0
1,0.00867568146527559,0.21909091049732,0.203232408487532,0.0101293019901703,0,1
1,0.556910482407284,0.0871846048662458,0.138442690139848,0.0322394602972363,0,1
0.917226526645407,0.60452749548001,0.276190810803952,1,0.0309329670195953,1,1
0.337517131308221,0.0712886457740943,1,0.918544984293679,0.724759685240894,1,0
0.239160370715008,0.701705276901195,0.0021413031519646,1,0.379781216830404,0,0
0.0250338167930563,0.00469555578956789,1,0.490460887758894,0.350915399733168,1,1
0.806939998776086,0.0761822110988475,1,0.889140316319635,0.000322769135683208,1,0
1,0.0535728938102653,0.277011528088413,0.178988190131631,8.99389135357088e-11,0,1
1,0.111188256769917,0.283659292608357,0.299732132164365,0.0309659535799825,1,0
0.165334691291292,1,0.119290842680288,0.753035790654638,0.0370010827414863,0,0
0.609954025278388,0.0125684636972964,0.271288594951997,0.16991121735038,1,1,0
1,0.0813603722306849,0.27257705705057,0.588679867310483,0.0308312636219639,0,0
0.142688251455032,0.636521210922592,0.00358467717115479,1,0.155325711698111,0,1
0.775869576314264,0.53448554295054,0.650485486882264,1,0.409723243669131,1,0
1,0.0646688628392166,0.117831169900034,0.491498403888677,2.16673765111441e-13,0,0
1,0.00296609666690872,0.512485912775356,0.219768174072478,0.474387641737508,1,1
1,0.0284060292780447,0.126203578046667,0.203470838796187,0.00464579460105594,0,0
0.0624565583810807,0.708263937313398,0.0685396670912084,0.730492257906846,1,0,0
0.422975567954965,0.00758705060196393,1,0.284231611897844,0.240098906222167,1,0
0.0298167457257911,0.443892527907941,0.0278338909469086,1,0.354060066437739,0,0
1,0.270382763125112,0.0420949013762863,0.498555549818094,0.152641739877165,0,1
0.943759022067799,1,0.0609698426407693,0.166061626770837,0.154790538408382,0,1
0.015238019053985,0.000213302756584585,1,0.244564364906216,0.702499371959031,1,1
0.47071919497872,0.534485313343796,0.478608684896183,0.924820042028945,1,1,1
1,0.00748085471905296,0.193467721305508,0.553656191522888,4.30967953159538e-10,1,1
1,0.123079361256818,0.424583861629836,0.295232888239821,0.0123019672353007,0,0
0.398220290997512,0.0162247012048904,1,0.0918303813021696,0.316083345931437,1,1
0.404497475805628,0.538905753008638,3.60391802416562e-05,0.22366987671952,1,1,0
0.934801107671448,1,0.17053164397389,0.577200325534074,0.0459862622229496,1,0
0.696825415074227,0.00348141666389006,0.204090566392697,0.0490002365327871,1,1,1
0.187231017838324,0.471720284242493,0.000296086612674547,1,0.655899090251804,0,1
0.777444351668794,0.903679479610197,1,0.391795946209486,0.856819298014839,1,0
1,0.358505615777069,0.294338718955591,0.321797403375924,0.119336570403595,0,0
0.433879601597793,0.573287120847633,0.099234245098333,1,0.234988871729835,0,1
0.0517714808260127,1,0.155612547993471,0.864752331771872,0.272140724229972,0,0
0.35414076313116,0.686190506519504,0.781865503430402,1,0.702060302767291,1,1
0.437023901858983,0.0302170305252346,1,0.149571549930604,0.49166749090072,1,0
0.643741340243591,0.325332906152418,1,0.21599750117085,0.354041218151968,1,1
0.0216267284747871,1,0.0350842795963252,0.734872274176327,0.823988102822744,0,0
0.392650114833683,0.426127206369291,0.000847979400622503,1,0.254688920027679,1,0
0.0176207099096438,0.207148140724877,0.00148186528020154,1,0.0825640045399802,0,0
0.517836779334228,0.0544686042332967,1,0.289139806957823,0.345024120239514,1,1
0.33627674011543,0.162903899865808,1,0.252265435842032,0.456156076150966,1,0
0.661493436880797,1,0.067731104247433,0.505376073693671,0.899249957373069,1,0
1,0.508348366830289,0.0737405774533086,0.227365651534571,0.110434476784951,1,0
1,0.649423935471259,0.207487894207606,0.643936480084448,0.334174590016875,0,0
0.884705990996557,0.00761047949795089,0.207711521215361,1,0.233527696962331,0,0
0.747745814488254,9.19407735083246e-05,0.447325988374919,1,0.617148662552298,1,1
0.839797594200915,0.0110656035640615,1,0.240881579278239,0.292602728274322,1,1
0.238235276308666,0.309811085936944,1,0.307003268794989,0.0778457485860272,1,1
0.293208934377913,0.0642458388696483,1,0.436914775075766,0.779810398665491,1,1
0.865218944405093,0.0463722649159407,1,0.313182287879316,0.000144179656541039,0,0
0.145353861579206,0.128763090830617,0.269284527903233,1,0.216744992816368,0,1
0.290960123421554,0.042100859391577,0.312299336656084,1,0.124808295964542,1,0
0.0671907067783006,0.0492933399976881,0.306497346375225,0.0579395111607308,1,1,1
0.050339993542214,0.0115032412605004,1,0.519114726080746,0.573515985925426,1,1
0.187683646304078,0.324211652889872,0.0681438074727597,0.0501652293504207,1,0,0
0.142046100800213,0.284982363613381,0.18479784321129,0.183396728088315,1,1,1
0.658761473927384,0.69865600492462,0.687879244754413,1,0.0267508013503127,1,1
0.53895610270092,0.0874060937385073,0.475476343598559,0.783761671396676,1,0,1
1,0.85913603735867,0.0494052413360363,0.175500323853636,0.368187367885676,1,0
1,0.0658039741550029,0.309512188329761,0.162480433500111,0.311534345829553,0,1
0.866519800905962,1,5.64279853469086e-05,0.173563821902493,0.173856787518383,0,0
1,0.0771934246468393,0.616911902983239,0.0567553295154138,0.875792174441984,1,1
1,0.296295650106454,0.547052248314717,0.818117223356414,0.237077454016435,1,1
0.396969296252522,0.0291943392439325,1,0.186331090682061,0.666174251260174,1,1
0.161814285545531,0.520403010563423,1,0.437041345505428,0.327569295277704,1,1
0.00477770110187636,0.250667521396493,0.006992101759307,1,0.0638320669744355,0,1
0.05070740917974,0.517247205361408,0.00360087944230914,1,0.296682675632842,0,1
1,0.0413051745057042,0.461928543731808,0.26331914535288,3.14999204708076e-06,1,0
1,0.0166709897644103,0.366076549606871,0.343435834198819,0.346086846178517,0,1
1,0.10568872849312,0.299298568603735,0.386582695114265,0.000263524922438233,0,0
0.223163591982186,0.141020749572981,1,0.233298122569452,0.595484698223895,1,0
0.401775251300073,0.0039494282629655,0.298404642010781,0.38414598445577,1,1,1
1,0.524687233768851,0.192209459740906,0.13278542170584,0.0198188650748831,0,0
0.195550399076215,0.872372494411613,0.24489276058425,1,0.241665209278091,1,0
1,0.709134370815555,0.54487103300631,0.400298061777135,0.394586129602543,0,0
0.418405815647533,0.32869163022184,0.831721051116996,0.194856584026298,1,1,1
0.142623566305931,0.512845752921781,0.0151945639906959,1,0.1190662948892,0,1
0.0513775549272461,0.426833897922954,1,0.370012702378418,0.4007124582446,0,1
0.847010155179289,1,0.12107770885449,0.111005063391488,0.0719364570082033,1,1
0.230809307701715,0.037661721836523,0.180378070295407,1,0.588145934393589,1,0
0.0530727777054521,0.016428860157902,1,0.0375857017661946,0.597151034724407,1,1
0.285310662554296,1,0.120741360875466,0.578272635296223,0.55852825733443,1,0
0.164060401541753,0.120892184253349,0.423011617235382,0.141831823329368,1,0,1
0.677961015789933,0.186812339017946,1,0.455421521226834,0.621724840309837,1,1
1,0.0277885794778004,0.121035292499995,0.43107254034301,0.0462136384798709,1,0
0.507968650395783,0.191427172776338,1,0.42340097627883,0.0802389006426216,1,1
0.540828235420366,0.188601277211728,0.374166807571491,1,0.300136412368788,1,1
0.292429365939016,0.00576374588119353,0.216211888623802,1,0.0126441612370522,0,1
0.223757557299852,0.103768241957754,1,0.0960148200119586,0.493720703119896,1,0
1,0.808555747674203,0.174816952433418,0.408067081117562,0.2449531019215,0,0
1,0.0160464846002184,0.640324084907157,0.516924376502833,0.622286039001327,1,1
1,0.113460462373784,0.719979170049017,0.216714108402623,0.495458341430039,1,1
1,0.0504580271388701,0.392789761748306,0.523212533576056,0.000108072129200089,1,1
1,0.00859802821991492,0.64388648899511,0.361987233511141,0.558267085307764,1,0
0.0545501143221219,0.0756871492745821,0.0518236843938826,0.201404050789758,1,1,1
0.523406160398548,1,0.0489732525252813,0.306440050244143,0.11508217523459,1,0
1,0.749471431063115,0.0561283373100071,0.2618890854641,0.0157491658074785,0,1
1,0.0318536542950986,0.33225944422353,0.364395148614056,0.71977433602697,1,1
1,0.200935284624687,0.488689433528245,0.11775408271907,0.000111838955268952,0,0
1,0.10077748317265,0.486421819933545,0.87920832335335,1.76455926191451e-06,0,0
1,0.0543995885879671,0.359974360149136,0.380239947886947,0.00223852289242773,1,0
0.448832530856265,0.288732203324747,0.668444702503749,0.168069250897386,1,1,1
1,0.734598118680667,0.148977671660651,0.216574861649131,0.0860604144051304,1,0
0.647844573664742,0.156236874044756,1,0.196726843308554,0.365318264362328,1,1
1,0.039799753637651,0.171477211169257,0.0931243382810709,4.94129484751633e-05,0,0
1,0.228731969975542,0.16858655521568,0.185965259788325,0.0431963341441848,1,1
0.330960200540623,1,0.0551485403693496,0.340709623257417,0.039835162312216,1,1
1,0.368261707854522,0.0643579088965147,0.05806329550969,0.168188619506052,0,0
1,0.24609610548853,0.603222003570932,0.232412846057047,0.0607177022794513,1,0
1,0.0173551742213104,0.266741962079895,0.224134553467141,0.47741663591072,0,1
0.712157443789434,0.083283628160947,1,0.241482670933007,0.579127603412302,1,0
1,0.10489259956326,0.914632548218789,0.728213302711931,0.0271154682612194,1,1
