"reals.1","reals.2","reals.3","reals.4","reals.5","reals.6","reals.7","reals.8","reals.9","reals.10","reals.11","reals.12","reals.13","reals.14","reals.15","reals.16","reals.17","reals.18","reals.19","reals.20","cats.1","cats.2","cats.3","cats.4","cats.5"
0.11964722325801,0.105796650414043,0.000270287225115696,0.153531905866393,0.105942787102719,0.170796466878304,0.0108874411693584,0.0291703200796872,0.321226328289031,0.159855162274028,0.137050753977472,0.10205470354967,0.0982048727290804,0.0770038647031529,0.124433279473398,0.578164638698929,1.05270089958536e-06,1,0.0240615751556599,0.219229722429682,0,0,1,1,1
0.102447073972802,0.46434777405156,0.0809829244167272,0.0817229447021998,0.0571108698362832,0.2266937613748,0.312425014929858,0.779989397092712,0.308540805906045,0.0852262887097448,0.312548037986415,0.0351427976778973,0.101168970833946,0.317862651112912,1,0.551166412778186,0.845198940838303,0.331762691058935,0.659305661476638,0.122800550039482,0,1,1,0,0
0.350484810426426,0.513679854783685,0.108665593244094,0.0171963580670752,0.179946959724943,0.14599878870758,0.259311671876891,0.174822263736887,0.0462028357548349,0.0138671016304037,0.136826979616007,0.00481318698965573,0.108874394653107,1,0.941405743175012,0.2106810422337,0.0857501329126485,0.259682760899551,0.346968606645497,0.0572734179383624,1,1,1,1,0
0.0418561226091929,0.050064702280526,0.192178065812018,0.148636920782369,0.0347782763767507,0.112319433757575,0.135101854452373,0.145704260271477,0.147197509911418,0.000253371184551169,0.0101355399125997,0.0958374062388911,0.560961236707094,1,0.486266202849297,0.0702543177861827,0.0998819212136504,0.373689387490211,0.214012519564176,0.0386237876054226,0,1,0,0,1
0.247794988231413,0.321119445732931,0.0671904635058221,0.261587205985327,0.0928351732029048,1,0.11676342751496,0.0325597075993428,0.00957090926043764,0.194710573243927,0.073518396541163,0.000641761378282808,0.0498240862634313,0.0202687408476507,0.0604350335229902,0.436958920418905,0.116110965714777,0.172082977310157,0.0527419618931961,0.118689444068504,0,1,0,1,1
0.100043115472321,0.117899018084698,0.143191122439583,0.0555559074909261,0.0274112396782861,0.28684668496033,0.526437986232766,0.691939900997989,0.0276447310503793,0.0168199510168032,0.0724325272589242,0.00810368241074284,0.34228396746367,1,0.528445508746771,0.308760192159443,0.011879526021821,0.32316632290883,0.432259559416871,0.0221080282442382,0,1,1,1,1
0.819054385097912,0.671948613192356,0.402378554431403,0.0235281928605528,0.0573226129637215,0.577426962829167,0.234401159094761,0.0690990219568727,0.0501745599629247,0.536173272772373,0.505720809030912,0.00934694539508973,0.018458081679831,0.00865124711922556,0.088845737676086,1,0.0294641105211221,0.310102675072886,0.1165069787353,0.0957938721197755,0,1,0,0,1
0.106858706249665,0.397549927624422,0.00540662292207196,0.120617464987968,0.109988511711366,0.293059428883225,0.0564187573906233,0.116415011324345,0.66573253818386,0.20051163748059,0.0754784990872222,0.217847210417695,0.323438781434775,0.29149798480402,0.0566229134646431,0.265682049462424,0.0958543043780214,1,0.00351641245008053,0.354856442329325,0,1,1,1,0
0.363891085254751,0.703907910076226,0.0922074503169356,0.0293569639815722,0.0108760686115704,0.505441024918037,0.268753046870337,0.913402443642548,0.0177064549377761,0.123065250587756,0.388431141039154,0.056991783562789,0.100053498778826,0.559467686964671,0.608653689685687,0.156545004379946,0.29876376073901,1,0.849611397154516,0.0201715020501714,1,1,1,1,0
0.206839655670646,0.162320947564634,0.178882712266381,0.284714782018024,0.100682619192237,0.0176483186839252,0.123319286270583,0.00628145369927348,0.350049288416454,0.242161659844649,0.36879647594436,0.353409731779671,0.0183676187679626,0.105751225386018,0.359218509901316,0.352069772714786,0.00412462895411712,1,0.200162609005673,0.023990551796434,0,1,1,1,0
