"reals.1","reals.2","reals.3","cats"
1,0.830204627526866,0.413751179704979,1
1,0.0289416615582495,0.815451124449555,1
0.594641294402699,0.044834167829389,1,1
0.624985593038189,0.342097403215647,1,1
1,0.459456854281319,0.0399103028388423,0
1,0.206820913442013,0.485406009067706,0
1,0.0217674370496008,0.557591016927371,0
1,0.694056264025232,0.388511587253323,1
1,0.127429567169684,0.121146217200181,1
0.606204313804615,1,0.0107955190038944,0
1,0.0619780656517571,0.163374982816534,1
0.215547827465999,0.2735653358049,1,1
1,0.991390444093491,0.154660264953771,0
1,0.423710833291998,0.715092614832133,0
1,0.947453203799759,0.319211674517544,0
0.696975501445455,1,0.118432346529431,0
0.772160516640946,0.265397629447707,1,0
0.822592793337834,1,0.142360627415294,1
1,0.000209334621232066,0.636909250331903,1
0.269511094559896,0.707202089538694,1,1
1,0.194700063884102,0.431091748848965,1
0.34992139395891,1,0.0524058263135263,0
0.715651230586191,0.494058710389752,1,1
1,0.117010749603317,0.310417453737666,0
0.366064161659643,0.183346717238006,1,0
0.010668576589074,1,0.148890168752807,0
1,0.0210040749652717,0.203730735298323,0
0.945194576541067,0.362529635288003,1,1
1,0.0244704337324359,0.0675328230222713,1
1,0.113848164546648,0.356254217967144,1
1,0.0697748991995608,0.302671104619538,1
0.540505531197749,0.866858648651436,1,1
0.175390643113867,0.0223196727392149,1,1
0.310613178447741,1,0.0862160264518151,1
0.785634515744513,1,0.723017320519116,0
1,0.843827237468823,0.76327435356195,1
0.320716754061585,1,0.00194174105815919,0
0.556010597211927,1,0.177448937953257,0
1,0.00867568146527559,0.21909091049732,0
1,0.556910482407284,0.0871846048662458,0
1,0.659082002012046,0.301115158339424,1
0.337517131308221,0.0712886457740943,1,1
0.34082737951062,1,0.0030515705417249,0
0.0250338167930563,0.00469555578956789,1,1
0.806939998776086,0.0761822110988475,1,1
1,0.0535728938102653,0.277011528088413,0
1,0.111188256769917,0.283659292608357,1
0.165334691291292,1,0.119290842680288,0
1,0.0206055918584357,0.444768923081012,1
1,0.0813603722306849,0.27257705705057,0
0.224168887079529,1,0.0056316696280381,0
1,0.688885811826249,0.83839540399608,1
1,0.0646688628392166,0.117831169900034,0
1,0.00296609666690872,0.512485912775356,1
1,0.0284060292780447,0.126203578046667,0
0.0881826040981167,1,0.096771363725216,0
0.422975567954965,0.00758705060196393,1,1
0.06717109176475,1,0.062704121373904,0
1,0.270382763125112,0.0420949013762863,0
0.943759022067799,1,0.0609698426407693,0
0.015238019053985,0.000213302756584585,1,1
0.880696219759252,1,0.895457130340884,1
1,0.00748085471905296,0.193467721305508,1
1,0.123079361256818,0.424583861629836,0
0.398220290997512,0.0162247012048904,1,1
0.750590383471271,1,6.68747365201695e-05,1
0.934801107671448,1,0.17053164397389,1
1,0.00499611034353449,0.292886226560718,1
0.396911101965833,1,0.00062767411655832,0
0.777444351668794,0.903679479610197,1,1
1,0.358505615777069,0.294338718955591,0
0.756827749690732,1,0.173096937799004,0
0.0517714808260127,1,0.155612547993471,0
0.452943327947558,0.87763241057301,1,1
0.437023901858983,0.0302170305252346,1,1
0.643741340243591,0.325332906152418,1,1
0.0216267284747871,1,0.0350842795963252,0
0.921438736989262,1,0.00198996775598417,1
0.0850633264097055,1,0.00715364991940563,0
0.517836779334228,0.0544686042332967,1,1
0.33627674011543,0.162903899865808,1,1
0.661493436880797,1,0.067731104247433,1
1,0.508348366830289,0.0737405774533086,1
1,0.649423935471259,0.207487894207606,0
1,0.00860226965274446,0.234780281052906,0
1,0.000122957255964378,0.598232687776477,1
0.839797594200915,0.0110656035640615,1,1
0.238235276308666,0.309811085936944,1,1
0.293208934377913,0.0642458388696483,1,1
0.865218944405093,0.0463722649159407,1,0
0.539777991372154,0.478167430684649,1,0
0.931670641817505,0.134809314173921,1,1
0.219221169686877,0.160827950325356,1,1
0.050339993542214,0.0115032412605004,1,1
0.57889235205198,1,0.210183091401427,0
0.498438215611539,1,0.648453612596162,1
0.94289817776412,1,0.984575012460718,1
1,0.162176647226891,0.882217199537701,0
1,0.85913603735867,0.0494052413360363,1
1,0.0658039741550029,0.309512188329761,0
0.866519800905962,1,5.64279853469086e-05,0
1,0.0771934246468393,0.616911902983239,1
1,0.296295650106454,0.547052248314717,1
0.396969296252522,0.0291943392439325,1,1
0.161814285545531,0.520403010563423,1,1
0.0190599128090442,1,0.0278939278625062,0
0.098033220197507,1,0.00696162184151996,0
1,0.0413051745057042,0.461928543731808,1
1,0.0166709897644103,0.366076549606871,0
1,0.10568872849312,0.299298568603735,0
0.223163591982186,0.141020749572981,1,1
1,0.0098299441047846,0.742715339098655,1
1,0.524687233768851,0.192209459740906,0
0.224159290129966,1,0.280720405736109,1
1,0.709134370815555,0.54487103300631,0
0.503060268927445,0.395194554448766,1,1
0.278102266604291,1,0.0296279415479793,0
0.0513775549272461,0.426833897922954,1,0
0.847010155179289,1,0.12107770885449,1
1,0.163172457001582,0.781502583632881,1
0.0530727777054521,0.016428860157902,1,1
0.285310662554296,1,0.120741360875466,1
0.387838997458224,0.28578927700248,1,0
0.677961015789933,0.186812339017946,1,1
1,0.0277885794778004,0.121035292499995,1
0.507968650395783,0.191427172776338,1,1
1,0.348726758071599,0.691840371981808,1
1,0.0197098737422818,0.739364488684393,0
0.223757557299852,0.103768241957754,1,1
1,0.808555747674203,0.174816952433418,0
1,0.0160464846002184,0.640324084907157,1
1,0.113460462373784,0.719979170049017,1
1,0.0504580271388701,0.392789761748306,1
1,0.00859802821991492,0.64388648899511,1
0.720731522391231,1,0.684709159884906,1
0.523406160398548,1,0.0489732525252813,1
1,0.749471431063115,0.0561283373100071,0
1,0.0318536542950986,0.33225944422353,1
1,0.200935284624687,0.488689433528245,0
1,0.10077748317265,0.486421819933545,0
1,0.0543995885879671,0.359974360149136,1
0.671457981752421,0.431946281036056,1,1
1,0.734598118680667,0.148977671660651,1
0.647844573664742,0.156236874044756,1,1
1,0.039799753637651,0.171477211169257,0
1,0.228731969975542,0.16858655521568,1
0.330960200540623,1,0.0551485403693496,1
1,0.368261707854522,0.0643579088965147,0
1,0.24609610548853,0.603222003570932,1
1,0.0173551742213104,0.266741962079895,0
0.712157443789434,0.083283628160947,1,1
1,0.10489259956326,0.914632548218789,1
1,0.600087771356976,0.397241437826921,1
0.681193691190371,1,0.0110732655909706,0
0.808272978532073,0.188361152406024,1,1
1,0.0406686235287127,0.248038326982062,1
1,0.0030658322090165,0.483947115105456,1
1,0.984980009701928,0.135642741600448,1
0.240259612467766,0.0091019475973928,1,1
0.834875252985139,1,0.472901856937111,1
1,0.0927455997875578,0.218025694443715,0
0.779198078811178,1,0.254817006409874,0
0.658753828765082,0.0470837172119495,1,1
0.0783753260807075,0.914964311798531,1,1
1,0.0808427479967598,0.0268760546114997,0
0.436135061589609,1,0.00801003967852499,1
1,0.0105791722262045,0.339212400981737,0
0.747217731333346,0.0546576614453073,1,1
1,0.0249128582908136,0.17883120641049,0
0.230813810205396,0.00090876190360818,1,1
0.0715998034258215,0.102984077955257,1,1
1,0.214733654368136,0.915253654444939,1
0.0526739864092688,0.0425900598103933,1,1
0.469778067477066,1,0.290860876572023,1
0.340332061366341,0.00540719934783621,1,1
0.0818887460715595,0.192854566745946,1,0
0.25853229200711,1,0.558807425401906,0
1,0.0186279053751142,0.335763638512464,0
