"reals.1","reals.2","reals.3","reals.4","reals.5","cats.1","cats.2"
0.77929875606527,0.689085762448033,0.00176046290567711,1,0.690037595149201,0,0
0.220625745826073,1,0.174401448530978,0.175995125354312,0.122991587400055,0,1
0.682302035329025,1,0.211543419957269,0.0334768005926897,0.350309551852526,1,1
0.217798646439366,0.260512052033542,1,0.773433326817644,0.180969020735017,0,1
0.771659865274865,1,0.209238227079226,0.814610293650309,0.289098572000258,0,1
0.698668421392758,0.823368209397503,1,0.387984300593542,0.191431139104673,0,1
1,0.820395599386272,0.49127208370089,0.0287260446786329,0.0699863330282628,0,1
0.268793172440513,1,0.0135998589016969,0.30340205495376,0.276665908024704,0,1
0.516958369192563,1,0.130993627144992,0.0417056884307396,0.0154509822320261,1,1
0.726480213653088,0.570117738229544,0.628287407483665,1,0.353626244758388,0,1
0.61772433987794,0.646095834097627,1,0.334815482726407,0.0304398146657056,1,1
0.430583548655688,0.54702206522806,1,0.463067715497181,0.0361496621391481,0,1
0.449337003322438,0.884099863766661,0.00172962453417599,1,0.327993037927548,0,1
1,0.177580690411348,0.198529901810566,0.0374691557018048,0.0246321405225128,1,1
0.871020893435427,1,0.33284996570937,0.331691801360478,0.0778673795926506,1,1
1,0.354338528320645,0.364875707080215,0.277936772497234,0.0518998001102509,0,1
0.786561866896685,0.732231784015574,0.726461646685583,0.365567840209822,1,0,1
0.240110873831515,1,0.104975735770718,0.0446336772569695,0.0952187600216081,1,1
0.0494718897370669,0.327947026977559,1,0.0107456518282883,0.0634241794152839,1,1
0.0534732381706902,1,0.440210385668199,0.116107715632383,0.107914234670687,1,0
1,0.70691061903186,0.102575322766822,0.0413435990950621,0.288124066272746,1,1
1,0.83361019762356,0.168071778534196,0.26141188541817,0.238475062790851,0,0
1,0.279530233662404,0.130428968998486,0.135491001091715,0.343636234129232,0,1
0.683721210776818,1,0.0962397824596894,0.0753814072771009,0.23138419819141,1,1
0.131811067692956,0.732344494827524,0.732814446025356,0.831093175240001,1,0,1
0.234147860610504,1,0.920001887105122,0.836900595400928,0.393736910677081,1,1
0.493948738535384,1,0.179888421719039,0.452597699283053,0.0655272892927807,0,1
0.384889751559935,0.358651597545396,0.175555674399842,1,0.118353251577218,1,1
