theta_1,theta_2,theta_3,theta_4
1.4851411509182824,1.3878837394525836,0.8169617029467368,0.3183174905297317
1.5164701825234062,1.2045002815919934,1.523848489617172,0.6606593385799912
1.4786835442664346,1.558383768798378,0.8427073869486237,0.4989566174554644
1.3698204076236975,1.043938239191302,1.12451060014013,0.4555076431113127
1.1875582998429228,1.231681636290175,1.55653816632249,1.4661003293239707
1.4533705289021637,1.4481825172199707,1.2050708150475498,0.9065398436414603
1.0190773563039688,1.1152908510370523,1.3784671334141685,1.3789973674227811
1.41048760487613,1.3002182192289526,1.324331410539343,0.24930313710455224
0.46882969292714205,1.450944603245477,0.9248076517552608,1.2167743255150847
1.5677874912473964,1.534067781615462,1.4876020940082295,0.09173066752365362
1.5355129517237163,1.450063248613021,1.5153645951050554,0.3725888041400415
0.7165122879237628,1.2553603590354927,1.1525877996028182,0.6474228029627158
1.5421489273082611,1.4469882042945923,1.4664242696659238,0.34896859822661297
1.5556454829663149,1.5133513636003098,1.039270680958045,1.041563223933379
0.7018384247067265,0.720638723072638,1.4131524102765336,1.2816894146871622
1.2461171989345026,0.6038005673506155,1.0279482951231758,0.39909534740664987
1.4415213096932693,1.303592225169051,1.3487335122350521,0.9054989388495222
0.9663523934654445,1.5419286497211653,1.3473699230570109,0.24709240524194132
1.332414481508603,1.401943704298171,1.5700020046375933,0.44042821379360014
0.4596096654962075,1.3167361476911146,1.2347495859474353,1.4011143718408063
1.3914242069459481,0.3962211255009465,1.2848731593365332,0.2253968063316065
0.7978777330169572,0.8128615392948405,0.7163389691614632,1.4265359229721446
0.5109340568138017,1.29956495728617,1.3584146987178953,1.1125077696253078
0.4409295939777668,1.4547241784612128,1.5496110758052046,1.198715514568355
0.8031257373333516,1.3935045344553876,1.041319106248597,1.0463917628085568
1.5681782938231428,1.0654086088016457,1.5639455547935863,1.2014660389269765
1.5318952739556557,1.5609123579757258,1.3834322720157572,1.0149464822847665
1.1739711556945192,1.3668930561976624,1.226961138481765,0.4147738873396447
1.42879517042644,1.5584504811460362,1.2251357619019905,0.8362306106142776
1.2463412267318628,1.532051652124412,1.2091380157784286,0.28248144850847123
1.5123855295688282,1.2359567914619036,1.564546450489591,0.7863229535938872
1.4987780864191897,1.4792495917273996,1.0216793620255413,0.5056248394420305
1.3315816668961,0.8870432636062696,1.570613525572639,0.8786455495819503
0.6175192682367191,1.414177080375035,1.5485728932239506,0.33951254031806993
1.1213439555706581,1.4513513531114002,0.4217210129341092,0.5871002684496356
0.6397253364914824,1.3863721699585205,1.5534259191773563,1.1599398646481343
1.3176561526508679,1.5317085785945934,1.3874328334641266,1.3409433802503898
1.4382827153637103,1.5563005462230222,1.2596058269599029,0.9757664094558105
0.9739328199373505,1.3319662391853222,1.2655656502868686,1.2166280058704415
1.3756926518561028,1.4913106903495554,1.5707716034944248,0.19806422918410063
1.2331099875311813,1.1680521731557796,1.4588108370256494,0.18942360095211233
1.5562684871723367,0.9490181129849269,1.5667202467530807,0.8335155829462876
1.193466440624438,1.3395136352873502,1.2317077016408162,0.5278981601015643
1.372771133189718,0.9056560463513407,0.8001150794509799,1.3778709455335665
1.09045603993543,1.5092827543471816,1.0084417757108006,0.8490866794118987
1.5688623101113033,1.1907206255058644,1.5272498622446278,0.08889938472602296
0.41846314945369917,1.4136317300439154,1.3749417618939652,1.3678203322969447
1.2725816990593102,1.4724553907814566,1.5707218607895181,0.3518474220458774
1.564809497417354,1.3353354443785221,0.5310626596259397,0.964642416770728
1.3828375363300587,1.5324834059051857,1.4320068932940242,1.0103765847182364
1.4021969788236517,1.1291073505609943,1.501897775757106,0.9048070191921394
1.5539670541077892,1.2892284758454176,1.4956369855223375,0.5023624310191316
0.7928902640750579,1.5445425892652525,1.0633345480499599,1.3229693588888876
1.5564234962350125,1.3149840742732095,0.44805412469292055,1.0631845208153141
1.4778610974543747,1.2112000384405843,1.486851005869569,1.3151172063319077
1.5545694508506307,1.317253148055141,0.9807729904580615,0.4379823121587761
1.5334585109775187,1.4581125303658296,1.55021008667051,0.8933161048749643
1.1355975286512945,1.1188435368336043,0.6901422842939888,1.5165163781487319
1.4620148145806315,1.1429847978212935,1.5528188875344733,1.3044577587382389
1.4103754954476808,1.4911509713178164,1.1189780181552986,0.6438538928547749
1.0000627344438484,1.4494472245966468,1.5125100375186045,1.243046149875393
1.502218470741019,1.3536397770444453,1.440659590567046,0.806308036249705
0.926664587954293,1.4154665888235276,1.569553348297577,1.46157822770861
1.4705296872756068,1.5429229676219052,1.5646571890213565,1.4433669778446507
1.0633845521578456,1.5162566527084047,1.1089358630663606,1.429266136304008
1.568939794329885,1.331224208066761,1.5214003556648434,1.3690539299060969
1.2961955224739161,1.4243584958606832,1.2154935719821136,1.5596548932839702
1.5539782749479831,1.4163527081874554,1.5585079841294605,0.763747869104584
1.4945499287666535,1.17574121096123,0.8215158976530358,0.6373809620404965
1.5339758476765661,0.8996559277546089,1.4429057348107581,0.7063988707690182
1.4822859229269372,1.4650740275781235,1.164959436019362,1.4729435226758585
1.5115322167527894,1.441905748570932,0.6002152044050276,1.567556375155521
1.4494116209792924,1.4342769152515804,1.3119464355194115,0.7776856063770924
0.3991961814485096,1.5315352805866314,0.951766909987973,0.4406610196142202
