theta_1,theta_2,theta_3,theta_4
1.2996915218912275,1.3181237330119575,1.1823807132446298,0.940554829858867
1.5304899174025874,1.3731153091168895,1.473919620748777,0.7555244388224907
1.4901732079887666,1.356875157035713,1.4768448356441737,0.9706898134837955
1.0280266226266763,1.4701003124053915,1.0103858871115496,1.5707610742363733
0.9779170824911846,0.7192621800255682,0.5044234004523057,0.8529246323477176
1.111879667543947,1.0908872185002658,1.3172202272652194,0.35429688541862836
1.3527069929435027,1.3017458705063565,1.1655977185578883,0.1048413930087524
1.4410644928254626,1.5191854166978405,0.8578625486087106,0.09936166440073022
1.362631475773595,1.0801102733558552,1.5700311624979832,0.8725310407530343
1.397589668240588,1.2759121065403598,1.5606534527415121,0.8853775991289271
1.5666093130519534,1.067198089447745,1.4286205478363911,0.5516050888803327
1.5299215038873106,1.483464397650861,1.0526206868212826,1.5703914920989506
1.1370070689894496,1.1837043537856209,1.3619424046660322,1.3871817828582538
1.3099134930974166,1.1098501171107562,1.4719221329211,1.083315455885443
0.571664729357665,1.116302666019814,1.1646208714827642,0.8238729341018989
1.3285950641658597,1.5245467102025796,0.694913370936669,1.4370275712000498
1.5477810027050978,1.2064168525395753,1.5057965016644141,1.0851303107884585
1.4819894780830296,1.5350879994586013,1.3867503710054574,0.01801319212300036
1.2047544530385375,1.2285480770039738,1.5615230464604997,0.33552424962168836
0.40687832041267263,1.3530882094306922,1.4165691461780563,1.0826241359031679
1.559832465782549,0.6664500623763584,1.5693996197430098,0.8788948207597416
1.4656731576110489,1.0572282112100848,0.9691158907820393,1.5357086984663806
1.5342908853607593,1.1333241932804827,1.5695761332306137,1.3944191818952367
1.5671748039516515,1.5133767443997528,1.4133469805954446,1.4848639795507508
1.361884092153234,1.4974592110759015,1.0678579830250416,0.7538321505424542
1.5252653192564638,1.523432260629566,1.5549469075550384,1.4299888809404355
1.1856158789898839,1.5534270414053701,1.4661098369754244,0.15773239391288105
1.1704998807934552,1.0939885811126582,1.5707641563781054,1.1090358289724889
0.9847386469405417,1.1427871906425544,1.4629779606601634,0.4426832217672926
0.9224063367580053,1.186220554172597,1.0283281862324556,1.1596887479151445
1.552754828751386,1.2905980583281016,1.4868384667082897,1.0767973956700605
1.5706884362672393,1.2111710154970867,1.4316365334817116,0.6537456946289029
1.0279175029820342,1.1759566749302326,0.885595977031985,0.6160838929585515
0.7962362269007388,1.1556298954456463,1.4576055728173067,1.3058387581408097
1.0282899773577883,0.9285719779775595,1.5700086114621483,0.6998569859961096
1.0008661975272235,0.7005768074664482,1.5700391229139057,0.8342883203697775
1.336141817758005,1.2498657728001383,1.3355041710562985,0.17154904009064145
1.5632138498687522,1.4536333318758423,1.3189002178765117,0.4655534198417408
0.8800377886959032,1.0485710517249964,1.0109746223039322,0.20188139438309674
1.1551547644584508,1.408789246597774,0.8213301341809195,0.3118350705618483
1.3165863442151746,1.0213220395980191,1.4833067127014137,1.0292140453954477
